rank	int_encoding	date_encoding	timestamp_encoding	string_encoding	baseline_encoded_bytes	pre_compression	snappy_compression	zstd_compression	zstd_compression_no_encoding	pre_compression_result_file	snappy_result_file	zstd_result_file	zstd_no_encoding_result_file	pre_compression_column_stats_tsv	snappy_column_stats_tsv	zstd_column_stats_tsv	zstd_no_encoding_column_stats_tsv
96	rle-dict	delta-binary-packed	rle-dict	delta-length-byte-array	825621935	encoded_bytes=440596402 post_encoding_ratio=1.873874	compressed_bytes=126126637 post_compression_ratio=6.545976 codec_ratio=3.491736	compressed_bytes=100693992 post_compression_ratio=8.199317 codec_ratio=4.373858	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
97	delta-binary-packed	rle-dict	delta-binary-packed	delta-length-byte-array	825621935	encoded_bytes=471582627 post_encoding_ratio=1.750747	compressed_bytes=124427860 post_compression_ratio=6.635346 codec_ratio=3.785165	compressed_bytes=100777856 post_compression_ratio=8.192494 codec_ratio=4.672572	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
98	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-length-byte-array	825621935	encoded_bytes=471658980 post_encoding_ratio=1.750464	compressed_bytes=124430212 post_compression_ratio=6.635221 codec_ratio=3.785474	compressed_bytes=100778193 post_compression_ratio=8.192466 codec_ratio=4.673022	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
99	delta-binary-packed	plain	delta-binary-packed	delta-length-byte-array	825621935	encoded_bytes=475615306 post_encoding_ratio=1.735903	compressed_bytes=124611976 post_compression_ratio=6.625542 codec_ratio=3.811462	compressed_bytes=100780195 post_compression_ratio=8.192303 codec_ratio=4.712600	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
100	delta-binary-packed	plain	rle-dict	plain	825621935	encoded_bytes=591639093 post_encoding_ratio=1.395482	compressed_bytes=135133071 post_compression_ratio=6.109696 codec_ratio=4.373311	compressed_bytes=101538366 post_compression_ratio=8.131133 codec_ratio=5.818909	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
101	delta-binary-packed	rle-dict	rle-dict	plain	825621935	encoded_bytes=587686506 post_encoding_ratio=1.404868	compressed_bytes=134933508 post_compression_ratio=6.118732 codec_ratio=4.350020	compressed_bytes=101538503 post_compression_ratio=8.131122 codec_ratio=5.779533	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
102	delta-binary-packed	delta-binary-packed	rle-dict	plain	825621935	encoded_bytes=587726786 post_encoding_ratio=1.404772	compressed_bytes=134936031 post_compression_ratio=6.118617 codec_ratio=4.350282	compressed_bytes=101538785 post_compression_ratio=8.131099 codec_ratio=5.779940	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
103	delta-binary-packed	plain	rle-dict	delta-byte-array	825621935	encoded_bytes=284697718 post_encoding_ratio=2.899995	compressed_bytes=121631512 post_compression_ratio=6.787895 codec_ratio=2.338222	compressed_bytes=102474784 post_compression_ratio=8.056830 codec_ratio=2.773959	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
104	delta-binary-packed	rle-dict	rle-dict	delta-byte-array	825621935	encoded_bytes=280693632 post_encoding_ratio=2.941363	compressed_bytes=121427728 post_compression_ratio=6.799287 codec_ratio=2.309039	compressed_bytes=102485249 post_compression_ratio=8.056008 codec_ratio=2.734761	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
105	delta-binary-packed	delta-binary-packed	rle-dict	delta-byte-array	825621935	encoded_bytes=280719284 post_encoding_ratio=2.941094	compressed_bytes=121421737 post_compression_ratio=6.799622 codec_ratio=2.309551	compressed_bytes=102485549 post_compression_ratio=8.055984 codec_ratio=2.735200	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
